Model,Corr_Threshold,Cum_Threshold,Num_Features,Accuracy,Accuracy_CI_Lower,Accuracy_CI_Upper,F1_Macro,F1_Macro_CI_Lower,F1_Macro_CI_Upper,F1_Weighted,F1_Weighted_CI_Lower,F1_Weighted_CI_Upper,Precision_Macro,Precision_Macro_CI_Lower,Precision_Macro_CI_Upper,Recall_Macro,Recall_Macro_CI_Lower,Recall_Macro_CI_Upper,CV_F1_Mean,CV_F1_Std,CV_F1_Best_Fold,Best_Params
KNN,0.95,0.8,47,0.9019607843137255,0.803921568627451,0.9803921568627451,0.8932558669400774,0.781413068531341,0.9775927019456432,0.8996086472866659,0.8010068311677635,0.9801538314269407,0.9198412698412698,0.8383468614718614,0.9824979114452798,0.8843995510662177,0.7799940476190476,0.9777777777777779,0.9091564152433718,0.07697359667154152,1.0,"{'n_neighbors': 5, 'metric': 'euclidean', 'p': 2, 'weights': 'distance'}"
SVM,0.95,0.8,47,0.9607843137254902,0.9019607843137255,1.0,0.9594356261022927,0.8896089038092084,1.0,0.9606805685237058,0.8996955059820515,1.0,0.9638447971781305,0.9011470588235295,1.0,0.957351290684624,0.8809312064746847,1.0,0.911255865500717,0.06378985189951081,1.0,"{'kernel': 'rbf', 'C': 5.105507194015433, 'class_weight': None, 'gamma_choice': 'log_val', 'gamma': 0.020352856492820762}"
MLP,0.95,0.8,47,0.9803921568627451,0.9411764705882353,1.0,0.978066378066378,0.9223063879639907,1.0,0.9801035565741447,0.9375877181290353,1.0,0.9880952380952381,0.9583333333333334,1.0,0.9696969696969697,0.9,1.0,0.9178552373975716,0.0631662081665819,1.0,"{'hidden_layer_sizes_key': '100', 'solver': 'lbfgs', 'lr_schedule': 'invscale', 'activation': 'tanh', 'alpha': 0.8326792959551744, 'max_iter': 1000}"
LightGBM,0.95,0.8,47,0.9411764705882353,0.8627450980392157,1.0,0.9361391694725029,0.8392402283706631,1.0,0.9401135538390439,0.8575347919218839,1.0,0.9523809523809524,0.8861727150537636,1.0,0.9270482603815937,0.8221212121212123,1.0,0.9365008480797956,0.0823637673632168,1.0,"{'n_estimators': 1079, 'learning_rate': 0.26685315413279637, 'num_leaves': 10, 'max_depth': 7, 'subsample': 0.670709831393122, 'colsample_bytree': 0.9819005949020637, 'reg_alpha': 0.055497189299939055, 'reg_lambda': 0.9514366018367146, 'min_child_samples': 48, 'min_data_in_leaf': 30, 'feature_fraction': 0.6092681983246133, 'bagging_fraction': 0.9295857767196342, 'bagging_freq': 6}"
