Model,Corr_Threshold,Cum_Threshold,Num_Features,Accuracy,Accuracy_CI_Lower,Accuracy_CI_Upper,F1_Macro,F1_Macro_CI_Lower,F1_Macro_CI_Upper,F1_Weighted,F1_Weighted_CI_Lower,F1_Weighted_CI_Upper,Precision_Macro,Precision_Macro_CI_Lower,Precision_Macro_CI_Upper,Recall_Macro,Recall_Macro_CI_Lower,Recall_Macro_CI_Upper,CV_F1_Mean,CV_F1_Std,CV_F1_Best_Fold,Best_Params
KNN,0.70,1.0,69,0.9215686274509803,0.8431372549019608,0.9803921568627451,0.9147025813692481,0.8186840410517806,0.9813707303644411,0.9215686274509803,0.8396047165200391,0.9810065744546757,0.9147025813692481,0.8154240435490435,0.9888978494623656,0.9147025813692481,0.8185149572649573,0.9899064171122995,0.9188838646733384,0.05882132870866241,1.0,"{'n_neighbors': 3, 'metric': 'cosine', 'p': 1.5, 'weights': 'distance'}"
SVM,0.70,1.0,69,0.9607843137254902,0.9019607843137255,1.0,0.9547619047619048,0.8819725646404413,1.0,0.9595238095238094,0.8955915879161823,1.0,0.9770114942528735,0.9420289855072465,1.0,0.9393939393939394,0.8571428571428571,1.0,0.9315579187318317,0.05162324692701309,1.0,"{'kernel': 'rbf', 'C': 9.093068194785724, 'class_weight': None, 'gamma_choice': 'log_val', 'gamma': 0.0009968923428008362}"
MLP,0.70,1.0,69,0.9411764705882353,0.8823529411764706,1.0,0.9414495357891584,0.8621071603128055,1.0,0.9415552384475803,0.8779824970977332,1.0,0.9427350427350428,0.87215329473394,1.0,0.9450056116722784,0.8703680897646414,1.0,0.9234461703226005,0.06059874288131478,1.0,"{'hidden_layer_sizes_key': '100_50', 'solver': 'lbfgs', 'lr_schedule': 'invscale', 'activation': 'relu', 'alpha': 0.02972775137200702, 'max_iter': 500}"
LightGBM,0.70,1.0,69,0.9411764705882353,0.8627450980392157,1.0,0.9384833661563222,0.8583517360672533,1.0,0.9409846398377659,0.8645188064994643,1.0,0.9330669330669331,0.846289009015991,1.0,0.9450056116722784,0.8690393772893773,1.0,0.9440777448672184,0.048053198261785626,1.0,"{'n_estimators': 1084, 'learning_rate': 0.13521011256911838, 'num_leaves': 9, 'max_depth': 5, 'subsample': 0.6904445712330963, 'colsample_bytree': 0.986719866252622, 'reg_alpha': 0.20836310106668662, 'reg_lambda': 0.35723353996459617, 'min_child_samples': 37, 'min_data_in_leaf': 27, 'feature_fraction': 0.7993303893077298, 'bagging_fraction': 0.6037516476696831, 'bagging_freq': 8}"
