Model,Corr_Threshold,Cum_Threshold,Num_Features,Accuracy,Accuracy_CI_Lower,Accuracy_CI_Upper,F1_Macro,F1_Macro_CI_Lower,F1_Macro_CI_Upper,F1_Weighted,F1_Weighted_CI_Lower,F1_Weighted_CI_Upper,Precision_Macro,Precision_Macro_CI_Lower,Precision_Macro_CI_Upper,Recall_Macro,Recall_Macro_CI_Lower,Recall_Macro_CI_Upper,CV_F1_Mean,CV_F1_Std,CV_F1_Best_Fold,Best_Params
KNN,0.80,1.0,84,0.9215686274509803,0.8431372549019608,0.9803921568627451,0.9147025813692481,0.8088410991636797,0.9801307189542484,0.9215686274509803,0.8326704014939309,0.9807766243752403,0.9147025813692481,0.8167072510822511,0.9880952380952381,0.9147025813692481,0.808562778320843,0.9885057471264368,0.9331464408123447,0.040838816189642635,1.0,"{'n_neighbors': 3, 'metric': 'cosine', 'p': 3, 'weights': 'inv_dist'}"
SVM,0.80,1.0,84,0.9607843137254902,0.9019607843137255,1.0,0.9547619047619048,0.8819725646404413,1.0,0.9595238095238094,0.8955915879161823,1.0,0.9770114942528735,0.9420289855072465,1.0,0.9393939393939394,0.8571428571428571,1.0,0.9336962452751927,0.032276886329073946,1.0,"{'kernel': 'rbf', 'C': 2.971226640223425, 'class_weight': None, 'gamma_choice': 'log_val', 'gamma': 0.0061037263041597055}"
MLP,0.80,1.0,84,0.9215686274509803,0.8431372549019608,0.9803921568627451,0.9185350344770634,0.8257997448979592,0.9818525595394203,0.9217022124097997,0.8413156265893568,0.9808311471509343,0.9073015873015873,0.8099486576641749,0.9871913580246914,0.9326599326599326,0.851797385620915,0.9895833333333334,0.9274262058815834,0.05704719282774031,1.0,"{'hidden_layer_sizes_key': '75_100', 'solver': 'lbfgs', 'lr_schedule': 'invscale', 'activation': 'relu', 'alpha': 0.004935211716753073, 'max_iter': 1000}"
LightGBM,0.80,1.0,84,0.9607843137254902,0.9019607843137255,1.0,0.9594356261022927,0.8896089038092084,1.0,0.9606805685237058,0.8996955059820515,1.0,0.9638447971781305,0.9011470588235295,1.0,0.957351290684624,0.8809312064746847,1.0,0.9524532290321763,0.038569168499740854,1.0,"{'n_estimators': 1066, 'learning_rate': 0.3083508856135014, 'num_leaves': 10, 'max_depth': 7, 'subsample': 0.5747055537802856, 'colsample_bytree': 0.927599420392748, 'reg_alpha': 0.05880418872118361, 'reg_lambda': 0.7410998696473307, 'min_child_samples': 43, 'min_data_in_leaf': 23, 'feature_fraction': 0.5838062680932925, 'bagging_fraction': 0.6275345462336558, 'bagging_freq': 6}"
