Model,Corr_Threshold,Cum_Threshold,Num_Features,Accuracy,Accuracy_CI_Lower,Accuracy_CI_Upper,F1_Macro,F1_Macro_CI_Lower,F1_Macro_CI_Upper,F1_Weighted,F1_Weighted_CI_Lower,F1_Weighted_CI_Upper,Precision_Macro,Precision_Macro_CI_Lower,Precision_Macro_CI_Upper,Recall_Macro,Recall_Macro_CI_Lower,Recall_Macro_CI_Upper,CV_F1_Mean,CV_F1_Std,CV_F1_Best_Fold,Best_Params
KNN,NoCorr,1.0,144,0.9215686274509803,0.8431372549019608,0.9803921568627451,0.9147025813692481,0.8088410991636797,0.9801307189542484,0.9215686274509803,0.8326704014939309,0.9807766243752403,0.9147025813692481,0.8167072510822511,0.9880952380952381,0.9147025813692481,0.808562778320843,0.9885057471264368,0.9250875694353956,0.04662530015972025,1.0,"{'n_neighbors': 2, 'metric': 'cosine', 'p': 2.5, 'weights': 'distance'}"
SVM,NoCorr,1.0,144,0.9803921568627451,0.9411764705882353,1.0,0.978066378066378,0.9223063879639907,1.0,0.9801035565741447,0.9375877181290353,1.0,0.9880952380952381,0.9583333333333334,1.0,0.9696969696969697,0.9,1.0,0.9177306285544272,0.05764756536523139,1.0,"{'kernel': 'rbf', 'C': 3.4939139344336025, 'class_weight': None, 'gamma_choice': 'log_val', 'gamma': 0.0031268487900280293}"
MLP,NoCorr,1.0,144,0.9607843137254902,0.9019607843137255,1.0,0.9594356261022927,0.8896089038092084,1.0,0.9606805685237058,0.8996955059820515,1.0,0.9638447971781305,0.9011470588235295,1.0,0.957351290684624,0.8809312064746847,1.0,0.9073130992238543,0.049336217274236704,1.0,"{'hidden_layer_sizes_key': '200', 'solver': 'lbfgs', 'lr_schedule': 'invscale', 'activation': 'relu', 'alpha': 0.012417561117097756, 'max_iter': 1000}"
LightGBM,NoCorr,1.0,144,0.9411764705882353,0.8627450980392157,1.0,0.9384833661563222,0.8583517360672533,1.0,0.9409846398377659,0.8645188064994643,1.0,0.9330669330669331,0.846289009015991,1.0,0.9450056116722784,0.8690393772893773,1.0,0.9396976673635713,0.05144235188395802,1.0,"{'n_estimators': 1066, 'learning_rate': 0.054646577542310386, 'num_leaves': 9, 'max_depth': 5, 'subsample': 0.595402140632676, 'colsample_bytree': 0.9002599618316403, 'reg_alpha': 0.0687463299157456, 'reg_lambda': 0.5560899738062444, 'min_child_samples': 32, 'min_data_in_leaf': 17, 'feature_fraction': 0.6799128864025963, 'bagging_fraction': 0.7247863004311204, 'bagging_freq': 10}"
