Model,Corr_Threshold,Cum_Threshold,Num_Features,Accuracy,Accuracy_CI_Lower,Accuracy_CI_Upper,F1_Macro,F1_Macro_CI_Lower,F1_Macro_CI_Upper,F1_Weighted,F1_Weighted_CI_Lower,F1_Weighted_CI_Upper,Precision_Macro,Precision_Macro_CI_Lower,Precision_Macro_CI_Upper,Recall_Macro,Recall_Macro_CI_Lower,Recall_Macro_CI_Upper,CV_F1_Mean,CV_F1_Std,CV_F1_Best_Fold,Best_Params
KNN,0.80,0.95,46,0.9803921568627451,0.9411764705882353,1.0,0.979217938200711,0.9291095223798856,1.0,0.9806334346700123,0.9423387285001805,1.0,0.9722222222222222,0.9090909090909092,1.0,0.9876543209876543,0.96,1.0,0.9260903716166876,0.060988903072019686,1.0,"{'n_neighbors': 7, 'metric': 'cosine', 'p': 1, 'weights': 'inv_dist'}"
SVM,0.80,0.95,46,0.9411764705882353,0.8627450980392157,1.0,0.9361391694725029,0.8551955492554453,1.0,0.9401135538390439,0.8634260950259025,1.0,0.9523809523809524,0.8888793103448276,1.0,0.9270482603815937,0.8363419913419914,1.0,0.9284175084175086,0.032636581266539046,1.0,"{'kernel': 'rbf', 'C': 3.3467122837467733, 'class_weight': None, 'gamma_choice': 'log_val', 'gamma': 0.013942620125560032}"
MLP,0.80,0.95,46,0.9019607843137255,0.8235294117647058,0.9803921568627451,0.8971248876909255,0.7944006589175997,0.9777573675812796,0.9010358860525344,0.8192115357974836,0.9801922753518227,0.8965811965811966,0.7919188311688312,0.9770114942528735,0.9023569023569024,0.8091685984738723,0.9791666666666666,0.9333765065344013,0.05284935069604297,1.0,"{'hidden_layer_sizes_key': '75', 'solver': 'lbfgs', 'lr_schedule': 'invscale', 'activation': 'tanh', 'alpha': 0.00549057654326462, 'max_iter': 1000}"
LightGBM,0.80,0.95,46,0.9411764705882353,0.8627450980392157,1.0,0.9384833661563222,0.8583517360672533,1.0,0.9409846398377659,0.8645188064994643,1.0,0.9330669330669331,0.846289009015991,1.0,0.9450056116722784,0.8690393772893773,1.0,0.9341944507733981,0.050421298259655176,1.0,"{'n_estimators': 1060, 'learning_rate': 0.1991717650064748, 'num_leaves': 10, 'max_depth': 5, 'subsample': 0.6898082145789801, 'colsample_bytree': 0.9758101468953102, 'reg_alpha': 0.06335341756225031, 'reg_lambda': 0.6953472068114575, 'min_child_samples': 41, 'min_data_in_leaf': 23, 'feature_fraction': 0.689257453036215, 'bagging_fraction': 0.883727914537263, 'bagging_freq': 8}"
